Time,IndoorConcentration,logIndoorConcentration,IndoorOutdoorPressure
109.39774,394.57998,2.596135046,-26.40077
109.65755,383.07005,2.583278198,-27.62351
109.69752,374.6992,2.573682766,-24.87233
109.69752,368.42105,2.566344436,-24.87233
109.75748,361.61973,2.558252118,-24.87233
109.81744,354.46962,2.54957902,-19.91342
109.81744,348.19148,2.54181814,-19.91342
109.81744,342.08773,2.534137497,-19.91342
109.93735,327.61312,2.515361286,-13.30719
109.93735,321.33498,2.506958005,-13.30719
109.96133,314.74293,2.497955983,-13.30719
109.96733,334.67604,2.524624622,-13.30719
110.02729,288.89791,2.4607444,-11.98254
110.05727,308.42991,2.489156487,-11.98254
110.05727,302.15177,2.480225143,-11.98254
110.05727,295.87363,2.47110626,-11.98254
110.17718,272.1562,2.434818232,-10.31582
110.17718,265.87805,2.424682485,-10.31582
110.20116,280.52705,2.447974745,-10.31582
110.20116,258.86746,2.413077462,-10.31582
110.2971,251.92663,2.401274077,-10.31582
110.2971,245.64848,2.390314081,-10.31582
110.32108,238.14959,2.376849838,-10.31582
110.38703,218.00722,2.338470877,-10.31582
110.41701,225.41891,2.352990345,-10.31582
110.41701,231.69705,2.364920504,-10.31582
110.53693,212.51384,2.327387219,-8.19057
110.53693,206.2357,2.314363845,-8.19057
110.53693,199.95756,2.300937829,-8.19057
110.59688,193.54862,2.286790079,-6.22544
110.65684,185.30856,2.267895481,-7.34629
110.65684,178.33284,2.251231326,-7.34629
110.7168,171.9675,2.235446378,-7.34629
110.89667,165.95095,2.219979743,-7.34629
111.07654,158.10327,2.198940852,-7.95767
111.09653,151.99952,2.181842216,-7.95767
111.19646,143.32348,2.156317345,-5.81786
111.25641,136.82734,2.136172884,-2.30246
111.25641,130.72359,2.116353966,-2.30246
111.34635,115.72581,2.063430229,-3.93279
111.40631,123.3119,2.091004989,-3.93279
111.49624,108.92449,2.037125535,-3.93279
111.49624,102.64634,2.011343469,-3.93279
111.67612,96.97857,1.986675776,0.39777
111.82001,88.20661,1.945501131,0.39777
111.82934,77.12685,1.887205594,0.39777
111.93593,68.46534,1.835470769,0.39777
112.38704,94.79866,1.976802199,-4.18753
112.3956,101.07681,2.004651527,-4.18753
112.55149,89.25297,1.950622677,-4.18753
112.91124,81.50993,1.91121052,-4.49322
112.93522,92.18277,1.964649754,-4.49322
113.03115,72.09271,1.857891351,-0.73764
113.22301,63.82649,1.805000962,-0.73764
113.3849,56.21424,1.749846344,0.7544
113.59475,48.06138,1.681796237,1.93785
113.83458,37.685,1.57616852,1.93785
114.13437,28.0062,1.447254186,5.73031
114.7939,21.98965,1.342218317,5.32272
115.51339,17.19384,1.235372881,3.6002
116.23287,15.7987,1.198621352,7.60688
116.95236,15.7987,1.198621352,7.6833
117.67185,18.153,1.258948408,-0.41739
118.04359,25.52982,1.407047753,-6.22544
118.63117,28.70377,1.457938941,-3.16858
119.05087,21.37927,1.329992872,4.82295
119.50655,18.20532,1.260198317,7.42857
120.19006,22.42563,1.350744652,-1.66562
120.56179,29.08744,1.4637055,-3.70353
120.87957,39.66872,1.598448187,-2.64454
121.29927,44.90051,1.652251274,-2.6591
121.89456,39.34174,1.594853564,-1.52369
122.34852,46.66624,1.66900281,-0.74006
122.58835,55.03709,1.740655463,-3.27047
122.70827,60.79206,1.78384686,-4.84257
122.76822,73.34834,1.865390289,-6.12355
122.84017,67.69801,1.830575903,-6.12355
122.9481,79.45209,1.900105326,-6.12355
123.06801,89.0437,1.949603198,-7.79755
123.06801,94.27549,1.974398798,-7.79755
123.12797,106.83177,2.028700424,-7.79755
123.19992,101.49535,2.006446146,-7.79755
123.30784,113.4587,2.054837803,-9.40458
123.3678,122.17834,2.08699422,-9.40458
123.42776,128.0205,2.107279519,-9.40458
123.6476,147.40718,2.168518638,-10.25032
123.66759,156.01056,2.193153996,-10.25032
123.88172,139.49306,2.144552601,-8.6098
124.25859,131.42116,2.118665296,-2.02734
124.34425,120.73337,2.081827323,-4.40588
124.50699,115.20263,2.061462394,-4.40588
124.50699,108.92449,2.037125535,-4.40588
124.56695,101.73078,2.007452374,-4.40588
124.56695,96.89138,1.986285141,-4.40588
124.80677,131.94434,2.120390765,-7.39724
124.92669,121.48077,2.084507536,-6.20506
125.0466,114.15627,2.05749977,-4.96873
125.0466,107.87813,2.03293341,-4.96873
125.22648,99.85606,1.999374426,-4.96873
125.30356,93.22913,1.969551631,-4.96873
125.46631,85.5384,1.932161122,-0.90423
125.70613,79.01611,1.897715645,-7.68595
125.76609,96.3682,1.983933747,0.03095
125.86202,69.79073,1.843797741,-1.43635
125.88601,86.95099,1.939274531,-1.43635
126.00592,60.79206,1.78384686,-1.43635
126.06588,43.78875,1.641362548,1.51862
126.08586,54.33952,1.735115798,1.51862
126.12584,48.23577,1.683369216,1.51862
126.30571,35.4179,1.549222807,4.67738
126.48558,24.77993,1.394100075,13.4404
127.14511,19.19936,1.283286752,8.63676
127.8646,18.3274,1.263100859,0.03095
128.58409,14.31636,1.155832611,8.58338
129.30358,12.39804,1.093353033,5.69634
130.02306,12.39804,1.093353033,1.75638
130.74255,16.23468,1.210443733,-0.03893
131.1023,25.39031,1.404668003,-3.61692
131.16225,34.28434,1.535095793,-3.61692
131.28217,39.60333,1.597731705,-3.61692
131.34213,47.10222,1.673041377,-3.61692
131.49801,56.71126,1.753669296,-4.44227
131.56996,65.50066,1.816245676,-4.44227
131.70187,75.44106,1.877607782,-3.11763
131.80979,86.21854,1.935600664,-8.87473
131.88174,125.6662,2.099218483,-7.39724
131.88174,112.06356,2.049464415,-7.39724
131.88174,105.78541,2.024425774,-7.39724
131.88174,99.50727,1.997854811,-7.39724
131.88174,93.22913,1.969551631,-7.39724
131.9417,150.97496,2.178904923,-18.35102
131.9417,118.47249,2.073617516,-18.35102
132.00166,144.50063,2.159869741,-18.35102
132.00166,159.67281,2.203230968,-18.35102
132.00166,164.7302,2.216773226,-18.35102
132.00166,171.00834,2.233017291,-18.35102
132.00166,183.56463,2.263789003,-18.35102
132.00166,189.84277,2.278394062,-18.35102
132.00166,177.28648,2.248675617,-18.35102
132.06161,198.30082,2.29732451,-18.35102
132.12157,223.3262,2.348939676,-18.35102
132.12157,248.43877,2.39521937,-18.35102
132.12157,242.16063,2.384103538,-18.35102
132.12157,235.88248,2.372695685,-18.35102
132.12157,229.60434,2.360980093,-18.35102
132.12157,217.04805,2.336555888,-18.35102
132.12157,210.76991,2.32380861,-18.35102
132.12157,205.18934,2.312154795,-18.35102
132.18153,257.5072,2.410789377,-19.42092
132.24149,270.06348,2.43146586,-19.42092
132.24149,265.35488,2.423827079,-19.42092
132.32714,277.91116,2.443905987,-19.42092
132.3614,285.23566,2.45520382,-19.42092
132.3614,290.99063,2.463879005,-19.42092
132.42136,299.53588,2.476448852,-19.42092
132.65262,310.57245,2.492162928,-20.89841
133.24877,316.94028,2.500977437,-16.70937
133.28801,325.13992,2.512070295,-16.70937
133.34737,338.19296,2.529164563,-15.80363
133.38068,332.32173,2.52155874,-18.6567
133.38068,347.49391,2.540947198,-18.6567
133.74042,323.4277,2.509777212,-16.10931
133.74042,317.14955,2.5012641,-16.10931
133.80038,310.17384,2.491605167,-14.62455
133.80038,303.8957,2.482724555,-14.62455
133.82436,297.26877,2.473149286,-14.62455
133.89031,262.60819,2.419308266,-12.13539
133.92029,275.99284,2.440897815,-12.13539
133.92029,282.27098,2.450666231,-12.13539
133.92029,269.7147,2.430904617,-12.13539
133.95027,289.42109,2.461530175,-8.0256
134.04021,256.11205,2.408430012,-6.76039
134.04021,249.83391,2.397651385,-6.76039
134.04021,243.55577,2.386598423,-6.76039
134.04021,237.27763,2.375256796,-6.76039
134.04021,230.99948,2.363611002,-6.76039
134.04021,224.72134,2.351644316,-6.76039
134.06419,218.2688,2.338991661,-6.76039
134.13014,194.46418,2.288839617,-6.76039
134.16012,201.00391,2.303204506,-6.76039
134.1841,209.1655,2.320490053,-6.76039
134.28004,185.22136,2.267691069,-3.729
134.43421,173.49967,2.239298653,-3.729
134.48989,163.72744,2.214121471,-3.729
134.81965,158.45206,2.19989789,-3.729
134.86248,151.89987,2.181557402,-6.32734
135.29931,153.39466,2.185810241,-7.60103
135.32929,140.1844,2.146699687,-7.60103
135.35927,146.94213,2.167146331,-7.60103
135.50317,131.10726,2.117626741,-4.9008
135.53914,122.78872,2.089158472,-2.25151
135.62908,114.15627,2.05749977,-2.25151
135.63907,108.40131,2.035034531,-2.25151
135.71901,101.07681,2.004651527,1.65873
135.79896,94.44988,1.97520141,2.56305
135.80895,87.73575,1.943176593,2.56305
136.0188,80.28046,1.904609852,2.56305
136.25863,72.95596,1.863060777,2.56305
136.36655,66.44239,1.822445246,-0.06076
136.67833,56.25784,1.750183054,3.89619
136.8582,49.41292,1.693840519,5.42122
136.96613,42.1669,1.624971674,5.42122
137.22994,35.47021,1.54986376,9.6266
137.61766,28.70377,1.457938941,13.03282
138.29718,23.1232,1.364047936,12.55731
139.01667,20.07133,1.302576151,6.05297
139.73615,18.2402,1.261029596,8.63676
140.45564,15.53711,1.19137024,6.26696
141.17513,17.19384,1.235372881,-1.18161
141.89462,15.53711,1.19137024,-1.05788
142.61411,14.05477,1.147823743,4.51435
143.3336,13.79318,1.139664404,11.60628
144.05308,16.14749,1.208105024,1.76608
144.42482,21.55367,1.333521229,1.0499
144.75259,30.91275,1.490137642,-7.34629
145.34217,37.24902,1.571114851,-0.14567
145.63923,45.57232,1.658701138,-6.48584
145.91176,34.8424,1.542108062,-1.64014
146.09163,53.64195,1.729504557,-6.70096
146.09163,43.78875,1.641362548,-6.70096
146.15159,61.83841,1.791258314,-6.70096
146.19956,67.90729,1.831916399,-6.70096
146.21155,74.91788,1.874585479,-6.70096
146.29549,81.7192,1.912324106,-6.70096
146.45138,92.26997,1.965060379,-8.83767
147.33875,100.34436,2.001492967,-10.13144
147.59057,111.0172,2.04539027,-10.13144
147.8304,99.24568,1.996711612,-5.10459
147.95031,87.29977,1.9410131,-5.10459
148.01027,80.14966,1.903901684,6.42417
148.04025,66.67782,1.823981392,3.70938
148.07023,73.34834,1.865390289,3.70938
148.34003,52.02882,1.716243976,2.50846
148.36145,57.95195,1.763068054,2.50846
148.47794,45.6722,1.659651932,2.50846
148.47794,37.03975,1.568668047,2.50846
149.10149,55.24636,1.742303669,-6.93871
149.12766,62.5994,1.796570171,-6.93871
149.20942,71.08124,1.851754995,2.94516
149.26937,78.23134,1.893380769,2.94516
149.5092,60.79206,1.78384686,6.20582
149.5092,54.51391,1.736507333,6.20582
149.5092,37.7722,1.577172281,6.20582
149.53319,46.14306,1.664106392,6.20582
149.56916,32.27883,1.508917785,6.20582
149.86895,24.77993,1.394100075,7.90893
150.28008,17.06928,1.232215203,11.49165
150.70835,15.7987,1.198621352,10.99491
151.36788,15.27552,1.183996003,3.35274
152.08737,13.09561,1.117125733,9.77216
152.80686,11.26449,1.051711534,13.6442
153.52635,13.18281,1.120007993,4.29528
154.24583,16.23468,1.210443733,1.75638
154.90536,18.10069,1.257695131,-3.42331
155.08524,23.77717,1.376160163,-4.66304
155.21714,31.38942,1.496783291,-7.6983
155.36504,40.1265,1.60343128,-7.6983
155.44498,48.88974,1.689217728,-9.61711
155.57689,57.12981,1.75686278,-11.06548
155.62485,64.27991,1.80807526,-12.10142
155.92464,71.77881,1.855996254,-8.29247
155.9846,79.62649,1.901057572,-9.38421
156.16447,93.22913,1.969551631,-9.38421
156.19016,85.38145,1.931363526,-9.38421
156.22443,105.08784,2.021552466,-11.8297
156.28438,99.11489,1.996138903,-10.89566
156.39573,130.44955,2.115442585,-10.89566
156.4043,138.22248,2.140578681,-10.89566
156.42428,122.87591,2.089466747,-12.91234
156.52421,145.89577,2.1640427,-14.51295
156.64413,157.05691,2.196057049,-14.51295
156.76404,168.39245,2.226322616,-14.51295
156.85398,177.98406,2.250381109,-14.51295
156.94391,184.00061,2.264819263,-14.51295
157.00387,191.76109,2.28276049,-14.51295
157.06383,199.43438,2.299800027,-15.13112
157.20773,205.08471,2.311933283,-15.13112
157.28367,213.29861,2.328988025,-15.13112
157.30366,236.58005,2.373978119,-15.13112
157.36362,226.63966,2.35533591,-15.13112
157.36362,218.2688,2.338991661,-15.13112
157.74335,209.37477,2.320924347,-10.74281
157.75334,200.74232,2.302638939,-10.74281
157.90323,193.15623,2.28590872,-10.74281
157.92721,184.78538,2.266667607,-10.74281
158.07111,176.41452,2.246534327,-10.74281
158.11908,166.57876,2.221619625,-10.74281
158.32293,157.14411,2.196298108,-9.92765
158.44285,147.90129,2.169971962,-6.05562
158.47283,140.57679,2.147913622,-6.05562
158.62272,128.63088,2.109345241,-3.69261
158.62272,134.73463,2.129479234,-3.69261
158.74263,119.82404,2.078543958,-3.69261
159.01244,108.6629,2.036081291,-0.51929
159.28225,104.21588,2.0179339,-2.31945
159.79189,100.81522,2.003526102,-3.57616
159.9118,93.75231,1.971981977,-2.5572
160.0617,86.42781,1.936653509,-0.65175
160.19874,78.05695,1.892411578,-0.65175
160.51737,73.03444,1.863527704,-2.38738
160.78118,68.11656,1.833252707,-0.72308
161.08097,55.42948,1.743740804,0.92989
161.20089,48.10498,1.682190038,3.88486
161.3208,41.95763,1.622810949,3.88486
161.7405,35.78412,1.553690342,1.68845
162.19618,29.50598,1.469910044,8.05847
162.87969,23.64638,1.373764664,9.71394
163.59918,20.50731,1.311908697,5.90013
164.31867,17.36824,1.239755812,9.55139
165.03816,16.32188,1.212770181,10.60585
165.75764,15.7987,1.198621352,7.30403
166.47713,14.83954,1.171420439,8.65131
167.19662,16.14749,1.208105024,0.22177
167.76622,20.89969,1.320139844,-8.03177
167.97607,28.35499,1.452629498,-8.03177
168.12596,37.57601,1.574910663,-9.588
168.25587,46.84063,1.670622728,-9.588
168.79548,37.7722,1.577172281,0.04114
169.26515,30.31691,1.481684934,5.9438
169.59491,25.21591,1.401674646,7.7852
170.37436,25.08512,1.399416183,-0.82498
170.88828,27.23389,1.435109679,-2.99026
171.36366,36.72584,1.564971738,-4.91933
171.76194,39.19226,1.593200308,-1.23256
172.11312,30.97088,1.490953545,0.51422
172.26302,24.16956,1.383268744,5.43697
172.7127,18.67618,1.271288051,1.9262
173.43219,17.80422,1.250522952,4.20187
174.15167,16.23468,1.210443733,12.10121
174.57137,13.83678,1.141035036,3.04706
175.23091,14.31636,1.155832611,4.98307
175.95039,12.31084,1.090287687,16.37839
176.66988,11.35168,1.05506014,13.4404
177.38937,11.43888,1.058383504,0.80535
178.0489,14.12453,1.149974005,-2.73835
178.36068,21.13512,1.325004718,-3.77995
178.8883,25.4775,1.40615681,-8.73887
179.24805,39.86491,1.600590788,-12.20332
179.30801,32.19163,1.507742967,-12.20332
179.30801,23.1232,1.364047936,-12.20332
179.36796,55.56027,1.744764348,-12.20332
179.36796,49.28213,1.69268947,-12.20332
179.36796,43.00399,1.633508752,-12.20332
179.42792,62.62318,1.796735117,-12.20332
179.42792,79.10331,1.898194657,-12.20332
179.45362,70.65771,1.849159558,-12.20332
179.48788,90.43884,1.956354983,-12.20332
179.48788,84.1607,1.925109339,-12.20332
179.57353,99.05883,1.995893194,-12.20332
179.60779,114.50506,2.058824679,-13.35813
179.60779,108.22691,2.034335259,-13.35813
179.66775,132.46752,2.122109406,-13.35813
179.69345,123.42401,2.091399652,-13.35813
179.84762,146.07016,2.164561505,-14.69551
179.93327,152.64727,2.183689042,-16.31311
180.0155,163.85823,2.214468259,-16.31311
180.08745,177.98406,2.250381109,-17.33206
180.08745,171.70591,2.234785244,-17.33206
180.13542,185.83173,2.26911987,-17.33206
180.20737,217.74563,2.337949448,-14.0714
180.20737,211.46748,2.32524359,-14.0714
180.20737,205.18934,2.312154795,-14.0714
180.20737,198.9112,2.298659237,-14.0714
180.20737,192.63306,2.284730824,-14.0714
180.26732,226.11648,2.354332216,-18.2746
180.32728,266.92441,2.426388291,-18.2746
180.32728,240.76548,2.38159422,-18.2746
180.32728,234.48734,2.3701194,-18.2746
180.32728,253.32177,2.403672514,-18.2746
180.32728,247.04363,2.39277366,-18.2746
180.42721,260.55907,2.415906195,-22.16191
180.4472,270.76105,2.43258619,-22.16191
180.47118,279.06215,2.445700936,-22.16191
180.65276,290.24323,2.462762098,-24.05717
180.73499,301.14029,2.478768864,-24.05717
180.85491,310.34823,2.491849273,-24.05717
180.98681,320.37582,2.505659731,-24.05717
181.10673,329.96743,2.518471074,-24.05717
181.16668,337.81511,2.528679071,-24.05717
181.47313,347.31952,2.540729192,-26.18565
181.58638,371.56012,2.570029094,-20.79651
181.58638,366.32834,2.563870518,-20.79651
181.61364,358.14773,2.554062203,-18.94201
181.78624,340.5182,2.532140329,-22.22305
181.94613,349.06345,2.542904377,-16.95844
182.00609,323.77648,2.510245297,-16.95844
182.03007,332.2171,2.521421983,-16.95844
182.126,314.79525,2.498028171,-14.13933
182.31786,305.32572,2.48476339,-9.14122
182.42579,297.26877,2.473149286,-9.14122
182.5457,289.81347,2.462118567,-9.14122
182.60566,283.14295,2.452005753,-15.29415
182.79752,275.29527,2.43979875,-10.19937
182.90545,266.40123,2.425536226,-8.78557
182.94142,257.29793,2.410436292,-8.78557
183.06533,248.35157,2.39506691,-8.78557
183.08532,239.71913,2.379702693,-7.32931
183.14528,233.31019,2.367933707,-7.32931
183.20523,226.11648,2.354332216,-4.05652
183.22922,218.05953,2.338575072,-4.05652
183.32515,192.98184,2.285516443,-1.30049
183.32515,199.25998,2.299420082,-1.30049
183.32515,205.53813,2.312892401,-1.30049
183.32515,211.81627,2.325959316,-1.30049
183.34913,185.62246,2.268630524,0.16487
183.44506,179.03041,2.252926806,0.16487
183.44506,172.75227,2.237423763,0.16487
183.44506,166.47413,2.221346754,0.16487
183.44506,160.19598,2.204651614,0.16487
183.44506,153.91784,2.18728896,0.16487
183.50502,147.24731,2.16804737,0.16487
183.50502,140.83838,2.148721021,0.16487
183.56498,131.94434,2.120390765,0.16487
183.56498,124.96863,2.096801009,0.16487
183.56498,118.69048,2.074415886,0.16487
183.58896,111.74965,2.048246172,0.16487
183.71915,101.89894,2.008169666,1.46767
183.77483,92.70595,1.967107609,1.46767
183.92472,84.75364,1.928158359,3.27632
184.01466,76.22582,1.882102105,3.27632
184.22451,67.59338,1.829904164,6.02241
184.45235,54.72319,1.738171406,6.02241
184.70417,48.23577,1.683369216,3.96412
184.944,42.48081,1.628192789,5.08497
185.30374,36.46425,1.561867285,5.28876
185.89132,29.81989,1.474506037,12.45541
186.26306,23.55918,1.37216017,14.37445
186.98255,23.64638,1.373764664,9.50044
187.70203,29.66293,1.472214047,-5.71596
188.42152,34.45874,1.537299393,-6.83682
189.0211,30.5785,1.485416178,5.85937
189.14101,24.82353,1.39486354,5.85937
189.62067,19.54815,1.291105663,15.27453
190.34016,16.58347,1.219675409,27.25999
191.05965,17.28104,1.237569875,2.07905
191.77913,21.81525,1.338760194,2.06206
192.25879,21.29208,1.328218089,-0.48532
192.51061,28.66889,1.457410878,-6.42923
192.73845,35.50509,1.550290618,-6.42923
193.15815,26.26227,1.419332262,-0.2136
193.87764,24.98339,1.397651368,0.11246
194.23739,33.16823,1.520722296,-7.46857
194.47721,25.42519,1.405264207,4.1297
194.93289,19.67022,1.293809217,0.94121
195.49649,19.54815,1.291105663,-4.32339
195.73632,31.14527,1.4933921,-5.41028
196.03611,39.34174,1.594853564,-9.33326
196.09606,27.30863,1.436299913,-9.33326
196.24167,44.79774,1.651256105,0.73742
196.51576,33.58677,1.52616824,2.5172
196.63568,25.04152,1.398660687,9.36458
197.1753,19.89693,1.298786072,10.17975
197.89478,16.49627,1.217385756,0.80535
198.61427,14.22917,1.153179568,11.77611
199.33376,14.22917,1.153179568,8.19278
200.05325,13.27,1.122870923,7.96716
200.77274,12.22365,1.087200906,18.04026
201.49222,12.13645,1.084091671,6.74441
202.21171,13.88038,1.142401356,5.95108
202.69137,20.50731,1.311908697,-6.42923
202.81129,27.83181,1.444541451,-7.87275
202.9312,35.2871,1.547615968,-9.99558
203.05112,42.87319,1.632185799,-11.52401
203.11107,54.51391,1.736507333,-11.52401
203.17103,49.9361,1.698414621,-11.52401
203.25497,60.79206,1.78384686,-11.52401
203.3509,67.85497,1.831581663,-13.34794
203.41086,75.44106,1.877607782,-13.34794
203.47082,97.41456,1.988623873,-13.34794
203.47082,83.28874,1.920586292,-13.34794
203.53077,90.70043,1.957609346,-13.34794
203.59073,101.59999,2.006893665,-15.19225
203.59073,107.87813,2.03293341,-15.19225
203.65069,125.6662,2.099218483,-15.19225
203.67639,117.14586,2.068726945,-15.19225
203.71065,136.82734,2.136172884,-15.19225
203.71065,130.5492,2.115774215,-15.19225
203.7706,157.84168,2.198221695,-18.18544
203.79059,163.33506,2.213079416,-18.18544
203.83056,171.35713,2.23390218,-18.18544
203.83056,177.63527,2.2495292,-18.18544
203.91621,185.53277,2.268420629,-18.18544
